task,difficulty,reward,verifier_status,verifier_passed,verifier_total,end_status,native_finish_reason,model_responses,tool_calls,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,reasoning_tokens,trace_usage_observed,trace_source,agent_time_seconds,verifier_time_seconds,end_to_end_time_seconds,finished_at,attempt_count,trial_name,result_path,metric_source,token_coverage,model_count_semantics,tool_count_semantics,session_id,formal_score_eligible,selection_policy,exception_type,total_tokens,post_agent_model_responses,post_agent_observed_tokens,token_source,tool_source
pytorch-model-recovery,Medium,1.0,passed,5,5,completed,completed,10,10,80905,300032,0,15170,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__03-15-21-300117__pytorch-model-recovery/pytorch-model-recovery__RkeERXX/agent/session.jsonl,380.471174,224.551772,639.787734,2026-09-11T03:26:02.959486Z,6,pytorch-model-recovery__RkeERXX,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__03-15-21-300117__pytorch-model-recovery/pytorch-model-recovery__RkeERXX/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,23769269-2f67-4473-9f7f-e9e9be38a3c5,False,latest_run_by_job_timestamp,,396107,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__03-15-21-300117__pytorch-model-recovery/pytorch-model-recovery__RkeERXX/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__03-15-21-300117__pytorch-model-recovery/pytorch-model-recovery__RkeERXX/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__03-15-21-300117__pytorch-model-recovery/pytorch-model-recovery__RkeERXX/agent/session.jsonl
qemu-alpine-ssh,Medium,0.0,failed,0,1,failed,execution_incomplete,26,28,99527,843520,0,31450,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-38-56-215548__qemu-alpine-ssh/qemu-alpine-ssh__yd6Fz68/agent/session.jsonl,869.39732,160.896645,1062.075129,2026-09-11T06:56:39.531833Z,1,qemu-alpine-ssh__yd6Fz68,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-38-56-215548__qemu-alpine-ssh/qemu-alpine-ssh__yd6Fz68/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,b3eff7c3-52d7-4bff-8a24-83f768997c96,False,latest_completed_run_in_environment_retry_20260911,,974497,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-38-56-215548__qemu-alpine-ssh/qemu-alpine-ssh__yd6Fz68/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__06-38-56-215548__qemu-alpine-ssh/qemu-alpine-ssh__yd6Fz68/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-38-56-215548__qemu-alpine-ssh/qemu-alpine-ssh__yd6Fz68/agent/session.jsonl
qemu-startup,Medium,1.0,passed,1,1,completed,completed,10,10,49640,318976,0,15169,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-01-07-138379__qemu-startup/qemu-startup__erusGif/agent/session.jsonl,471.845134,68.680409,569.570783,2026-09-11T07:10:37.643307Z,1,qemu-startup__erusGif,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-01-07-138379__qemu-startup/qemu-startup__erusGif/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,1196287e-7b15-42c0-9f8e-70e1a377b863,False,service-five-v2-20260911_final,,383785,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-01-07-138379__qemu-startup/qemu-startup__erusGif/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__07-01-07-138379__qemu-startup/qemu-startup__erusGif/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-01-07-138379__qemu-startup/qemu-startup__erusGif/agent/session.jsonl
query-optimize,Medium,0.0,failed,5,6,failed,execution_incomplete,14,16,109712,403584,0,7924,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__03-43-18-745402__query-optimize/query-optimize__eiNHzNr/agent/session.jsonl,570.3312,895.024566,1517.88167,2026-09-11T04:08:38.096751Z,2,query-optimize__eiNHzNr,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__03-43-18-745402__query-optimize/query-optimize__eiNHzNr/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,90866976-a2dc-45e4-a801-1ca6201e436d,False,latest_run_by_job_timestamp,,521220,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__03-43-18-745402__query-optimize/query-optimize__eiNHzNr/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__03-43-18-745402__query-optimize/query-optimize__eiNHzNr/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__03-43-18-745402__query-optimize/query-optimize__eiNHzNr/agent/session.jsonl
raman-fitting,Medium,0.0,failed,1,3,timeout,timeout,14,14,137920,402240,0,16251,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__13-57-00-649824__raman-fitting/raman-fitting__YSDwxAN/current/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__13-57-00-649824__raman-fitting/raman-fitting__YSDwxAN/current/astra_runtime/inference_invocations.jsonl,906.35297,166.976355,1098.876208,2026-09-10T14:15:20.847234Z,4,raman-fitting__YSDwxAN,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__13-57-00-649824__raman-fitting/raman-fitting__YSDwxAN/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,4e67e3bf-9483-4ed1-81e7-d537b3912876,False,latest_run_by_job_timestamp,,556411,22,1257361,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__13-57-00-649824__raman-fitting/raman-fitting__YSDwxAN/current/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__13-57-00-649824__raman-fitting/raman-fitting__YSDwxAN/current/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__13-57-00-649824__raman-fitting/raman-fitting__YSDwxAN/current/astra_runtime/agent_run_events.jsonl
regex-chess,Hard,0.0,failed,0,4,failed,execution_incomplete,2,2,43828,69504,0,131498,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__11-43-10-102848__regex-chess/regex-chess__xgbfDtz/agent/session.jsonl,2313.563113,112.767861,2458.025334,2026-09-09T12:24:10.102361Z,1,regex-chess__xgbfDtz,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__11-43-10-102848__regex-chess/regex-chess__xgbfDtz/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,0a40e914-7410-4d99-8d60-3e055a69b89d,False,latest_run_by_job_timestamp,,244830,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__11-43-10-102848__regex-chess/regex-chess__xgbfDtz/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__11-43-10-102848__regex-chess/regex-chess__xgbfDtz/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__11-43-10-102848__regex-chess/regex-chess__xgbfDtz/agent/session.jsonl
regex-log,Medium,1.0,passed,1,1,failed,execution_incomplete,9,9,109259,249984,0,19181,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__14-15-26-875139__regex-log/regex-log__vHTJSoW/agent/session.jsonl,387.031452,29.792073,563.976081,2026-09-10T14:24:51.883837Z,3,regex-log__vHTJSoW,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__14-15-26-875139__regex-log/regex-log__vHTJSoW/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,73d799d9-c223-46ea-ada0-0a2d99987aff,False,latest_run_by_job_timestamp,,378424,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__14-15-26-875139__regex-log/regex-log__vHTJSoW/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__14-15-26-875139__regex-log/regex-log__vHTJSoW/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__14-15-26-875139__regex-log/regex-log__vHTJSoW/agent/session.jsonl
reshard-c4-data,Medium,1.0,passed,1,1,failed,execution_incomplete,21,19,90538,842624,0,23812,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-07-05-523565__reshard-c4-data/reshard-c4-data__XcYHAPJ/agent/session.jsonl,678.283337,251.161957,965.618665,2026-09-11T07:23:12.313522Z,1,reshard-c4-data__XcYHAPJ,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-07-05-523565__reshard-c4-data/reshard-c4-data__XcYHAPJ/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,5fd85757-acd8-4a9d-8322-3bbf6f4036c0,False,service-five-v2-20260911_final,,956974,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-07-05-523565__reshard-c4-data/reshard-c4-data__XcYHAPJ/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__07-07-05-523565__reshard-c4-data/reshard-c4-data__XcYHAPJ/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/service-five-v2-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__07-07-05-523565__reshard-c4-data/reshard-c4-data__XcYHAPJ/agent/session.jsonl
rstan-to-pystan,Medium,0.0,failed,1,6,failed,failed,15,21,60823,569088,0,6420,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__22-23-56-968204__rstan-to-pystan/rstan-to-pystan__wmM63EM/current/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__22-23-56-968204__rstan-to-pystan/rstan-to-pystan__wmM63EM/current/astra_runtime/inference_invocations.jsonl,793.968987,60.807784,885.089487,2026-09-10T22:38:43.367906Z,3,rstan-to-pystan__wmM63EM,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__22-23-56-968204__rstan-to-pystan/rstan-to-pystan__wmM63EM/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,34b38325-4ea1-4603-98f3-0e37a9b0a292,False,latest_run_by_job_timestamp,,636331,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__22-23-56-968204__rstan-to-pystan/rstan-to-pystan__wmM63EM/current/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__22-23-56-968204__rstan-to-pystan/rstan-to-pystan__wmM63EM/current/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__22-23-56-968204__rstan-to-pystan/rstan-to-pystan__wmM63EM/current/astra_runtime/agent_run_events.jsonl
sam-cell-seg,Hard,1.0,passed,9,9,completed,completed,23,27,112423,865088,0,14392,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__04-23-08-534981__sam-cell-seg/sam-cell-seg__U2WXAAz/agent/session.jsonl,710.545883,298.876062,1049.829201,2026-09-11T04:40:39.836136Z,3,sam-cell-seg__U2WXAAz,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__04-23-08-534981__sam-cell-seg/sam-cell-seg__U2WXAAz/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,fe574ff2-559a-4e88-a76b-3d0a233f4b16,False,latest_run_by_job_timestamp,,991903,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__04-23-08-534981__sam-cell-seg/sam-cell-seg__U2WXAAz/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__04-23-08-534981__sam-cell-seg/sam-cell-seg__U2WXAAz/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__04-23-08-534981__sam-cell-seg/sam-cell-seg__U2WXAAz/agent/session.jsonl
sanitize-git-repo,Medium,1.0,passed,3,3,completed,completed,24,40,151803,969024,0,20175,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__04-40-49-962522__sanitize-git-repo/sanitize-git-repo__SiwUWRL/agent/session.jsonl,471.107627,74.474951,576.825519,2026-09-11T04:50:28.176035Z,3,sanitize-git-repo__SiwUWRL,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__04-40-49-962522__sanitize-git-repo/sanitize-git-repo__SiwUWRL/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,7e2665a5-53ac-4a93-9523-89b140174b9e,False,latest_run_by_job_timestamp,,1141002,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__04-40-49-962522__sanitize-git-repo/sanitize-git-repo__SiwUWRL/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__04-40-49-962522__sanitize-git-repo/sanitize-git-repo__SiwUWRL/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__04-40-49-962522__sanitize-git-repo/sanitize-git-repo__SiwUWRL/agent/session.jsonl
schemelike-metacircular-eval,Medium,0.0,failed,0,1,timeout,timeout,14,27,64946,536640,0,116031,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__02-04-34-826757__schemelike-metacircular-eval/schemelike-metacircular-eval__NmivDsF/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__02-04-34-826757__schemelike-metacircular-eval/schemelike-metacircular-eval__NmivDsF/old/astra_runtime/inference_invocations.jsonl,2407.808208,33.525883,2549.536291,2026-09-10T02:47:05.859030Z,1,schemelike-metacircular-eval__NmivDsF,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__02-04-34-826757__schemelike-metacircular-eval/schemelike-metacircular-eval__NmivDsF/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,812d55c2-bdf4-4b46-b773-9b817004d32c,False,latest_run_by_job_timestamp,,717617,12,811310,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__02-04-34-826757__schemelike-metacircular-eval/schemelike-metacircular-eval__NmivDsF/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__02-04-34-826757__schemelike-metacircular-eval/schemelike-metacircular-eval__NmivDsF/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__02-04-34-826757__schemelike-metacircular-eval/schemelike-metacircular-eval__NmivDsF/old/astra_runtime/agent_run_events.jsonl
sparql-university,Hard,1.0,passed,3,3,completed,completed,15,13,99392,484480,0,15351,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-21-27-421958__sparql-university/sparql-university__TRZM4Uv/agent/session.jsonl,369.705914,27.738751,451.982413,2026-09-09T21:29:00.386111Z,1,sparql-university__TRZM4Uv,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-21-27-421958__sparql-university/sparql-university__TRZM4Uv/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,13dc51aa-dc2e-46ff-afaf-f6b60bd381e1,False,latest_run_by_job_timestamp,,599223,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-21-27-421958__sparql-university/sparql-university__TRZM4Uv/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__21-21-27-421958__sparql-university/sparql-university__TRZM4Uv/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-21-27-421958__sparql-university/sparql-university__TRZM4Uv/agent/session.jsonl
sqlite-db-truncate,Medium,1.0,passed,1,1,failed,execution_incomplete,12,10,81651,322816,0,7821,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-29-05-609782__sqlite-db-truncate/sqlite-db-truncate__99SxzKo/agent/session.jsonl,201.631684,23.30043,252.528027,2026-09-09T21:33:19.211936Z,1,sqlite-db-truncate__99SxzKo,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-29-05-609782__sqlite-db-truncate/sqlite-db-truncate__99SxzKo/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,0b8ffc54-d8c6-4fea-afc4-c269c4d79738,False,latest_run_by_job_timestamp,,412288,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-29-05-609782__sqlite-db-truncate/sqlite-db-truncate__99SxzKo/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__21-29-05-609782__sqlite-db-truncate/sqlite-db-truncate__99SxzKo/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-29-05-609782__sqlite-db-truncate/sqlite-db-truncate__99SxzKo/agent/session.jsonl
sqlite-with-gcov,Medium,1.0,passed,3,3,completed,completed,19,18,78451,653248,0,3168,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-33-25-181753__sqlite-with-gcov/sqlite-with-gcov__XaBzFdj/agent/session.jsonl,415.519058,23.94024,498.457899,2026-09-09T21:41:45.090936Z,1,sqlite-with-gcov__XaBzFdj,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-33-25-181753__sqlite-with-gcov/sqlite-with-gcov__XaBzFdj/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,4b7121f7-7b71-4e06-a156-fe143bdfeb7e,False,latest_run_by_job_timestamp,,734867,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-33-25-181753__sqlite-with-gcov/sqlite-with-gcov__XaBzFdj/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__21-33-25-181753__sqlite-with-gcov/sqlite-with-gcov__XaBzFdj/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__21-33-25-181753__sqlite-with-gcov/sqlite-with-gcov__XaBzFdj/agent/session.jsonl
torch-pipeline-parallelism,Hard,0.0,failed,2,3,timeout,timeout,8,9,54810,251648,0,36974,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__10-05-22-590555__torch-pipeline-parallelism/torch-pipeline-parallelism__n6shhzE/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__10-05-22-590555__torch-pipeline-parallelism/torch-pipeline-parallelism__n6shhzE/old/astra_runtime/inference_invocations.jsonl,907.750486,656.168664,1631.448905,2026-09-09T10:32:35.459823Z,1,torch-pipeline-parallelism__n6shhzE,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__10-05-22-590555__torch-pipeline-parallelism/torch-pipeline-parallelism__n6shhzE/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,cf66e4a3-fc21-4d8e-bcf6-8316e262e134,False,latest_run_by_job_timestamp,,343432,9,387496,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__10-05-22-590555__torch-pipeline-parallelism/torch-pipeline-parallelism__n6shhzE/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__10-05-22-590555__torch-pipeline-parallelism/torch-pipeline-parallelism__n6shhzE/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__10-05-22-590555__torch-pipeline-parallelism/torch-pipeline-parallelism__n6shhzE/old/astra_runtime/agent_run_events.jsonl
torch-tensor-parallelism,Hard,1.0,passed,3,3,completed,completed,11,9,105008,289600,0,10387,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__10-32-47-552637__torch-tensor-parallelism/torch-tensor-parallelism__LdBd8Jj/agent/session.jsonl,322.998922,457.923478,847.424418,2026-09-09T10:46:57.511290Z,1,torch-tensor-parallelism__LdBd8Jj,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__10-32-47-552637__torch-tensor-parallelism/torch-tensor-parallelism__LdBd8Jj/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,9868da14-7c0b-4bff-a9d1-4e36664f3175,False,latest_run_by_job_timestamp,,404995,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__10-32-47-552637__torch-tensor-parallelism/torch-tensor-parallelism__LdBd8Jj/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__10-32-47-552637__torch-tensor-parallelism/torch-tensor-parallelism__LdBd8Jj/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__10-32-47-552637__torch-tensor-parallelism/torch-tensor-parallelism__LdBd8Jj/agent/session.jsonl
train-fasttext,Hard,0.0,failed,1,2,timeout,timeout,26,25,238966,808192,0,9122,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__11-26-44-520833__train-fasttext/train-fasttext__oDhDVYY/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__11-26-44-520833__train-fasttext/train-fasttext__oDhDVYY/old/astra_runtime/inference_invocations.jsonl,3608.45006,303.029326,3942.226881,2026-09-09T12:32:28.983573Z,1,train-fasttext__oDhDVYY,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__11-26-44-520833__train-fasttext/train-fasttext__oDhDVYY/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,458be9cb-3508-451e-8091-573fd0f4ee80,False,latest_run_by_job_timestamp,,1056280,1,13927,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__11-26-44-520833__train-fasttext/train-fasttext__oDhDVYY/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__11-26-44-520833__train-fasttext/train-fasttext__oDhDVYY/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__11-26-44-520833__train-fasttext/train-fasttext__oDhDVYY/old/astra_runtime/agent_run_events.jsonl
