task_id,author_difficulty,in_strict_four_way_86,astra_reward,astra_verify_status,astra_verifier_progress,astra_verifier_tests,astra_verifier_passed,astra_verifier_failed,astra_verifier_skipped,astra_timeout,astra_product_terminal_status,astra_finish_reason,astra_selected_finished_at,astra_selected_trial_path,hermes_reward,hermes_verify_status,hermes_verifier_progress,hermes_verifier_tests,hermes_verifier_passed,hermes_verifier_failed,hermes_verifier_skipped,hermes_timeout,hermes_product_terminal_status,hermes_finish_reason,hermes_selected_finished_at,hermes_selected_trial_path,pi_reward,pi_verify_status,pi_verifier_progress,pi_verifier_tests,pi_verifier_passed,pi_verifier_failed,pi_verifier_skipped,pi_timeout,pi_product_terminal_status,pi_finish_reason,pi_selected_finished_at,pi_selected_trial_path,dsh_reward,dsh_verify_status,dsh_verifier_progress,dsh_verifier_tests,dsh_verifier_passed,dsh_verifier_failed,dsh_verifier_skipped,dsh_timeout,dsh_product_terminal_status,dsh_finish_reason,dsh_selected_finished_at,dsh_selected_trial_path,astra_agent_execution_s,astra_token_input,astra_token_fresh_input,astra_token_cache_read,astra_token_output,astra_token_total,astra_token_accounting_status,astra_token_source,astra_token_is_lower_bound,hermes_agent_execution_s,hermes_token_input,hermes_token_fresh_input,hermes_token_cache_read,hermes_token_output,hermes_token_total,hermes_token_accounting_status,hermes_token_source,hermes_token_is_lower_bound,pi_agent_execution_s,pi_token_input,pi_token_fresh_input,pi_token_cache_read,pi_token_output,pi_token_total,pi_token_accounting_status,pi_token_source,pi_token_is_lower_bound,dsh_agent_execution_s,dsh_token_input,dsh_token_fresh_input,dsh_token_cache_read,dsh_token_output,dsh_token_total,dsh_token_accounting_status,dsh_token_source,dsh_token_is_lower_bound
raman-fitting,medium,true,0,no_pass,1/3,3,1,2,0,true,failed,stream_transport,2026-07-30T09:56:36.450195Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/raman-fitting__p6RLcDx,0,no_pass,1/3,3,1,2,0,true,timeout,timed_out,2026-07-31T08:24:38.153590Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__15-53-54/raman-fitting__NhucZkQ,0,no_pass,1/3,3,1,2,0,true,timeout,,2026-08-14T07:04:25.394117Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-33-42/raman-fitting__z8Hr77D,0,no_pass,1/3,3,1,2,0,false,completed,completed,2026-08-18T06:23:55.875854Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-04-52/raman-fitting__eJfcRVN,1440.510713,155724,40204,115520,56755,212479,session_reconciled,server-context-trace+reconciled-details,True,1813.399043,,,,,,missing_after_model_activity,missing,,1803.198949,1334999,,1205760,85643,1420642,reported_legacy,result.json.agent_result,,1101.971985,1046318,85038,961280,33622,1079940,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
regex-chess,hard,true,0,no_pass,0/4,4,0,4,0,true,failed,stream_transport,2026-07-30T03:25:09.276722Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/regex-chess__mjmpJiQ,0,no_pass,0/4,4,0,4,0,false,completed,completed,2026-07-31T09:07:46.596140Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__16-27-08/regex-chess__rewQYY8,1,pass,4/4,4,4,0,0,true,timeout,,2026-08-13T19:41:05.656066Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__01-39-05/regex-chess__B4jWkjr,0,no_pass,1/4,4,1,3,0,false,completed,max_turns,2026-08-18T03:29:06.179982Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-04-25/regex-chess__qcczqF5,1147.460732,19561,1641,17920,4242,23803,session_reconciled,server-context-trace+reconciled-details,True,2396.568546,0,,,0,0,suspect_zero_after_model_activity,hermes-run.json.usage,,7202.75314,2805691,,2387904,149070,2954761,reported_legacy,result.json.agent_result,,1447.223786,1287779,91299,1196480,63383,1351162,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
regex-log,medium,true,0,no_pass,0/1,1,0,1,0,true,failed,stream_transport,2026-07-31T07:50:51.418332Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-21-07/regex-log__jhTUvrD,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-02T15:42:43.643852Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-02__23-24-01/regex-log__8PebSUS,1,pass,1/1,1,1,0,0,false,completed,stop,2026-08-14T06:48:01.452578Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-35-54/regex-log__x3opY4G,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-18T06:13:54.965838Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-08-23/regex-log__FnC2K3q,1551.073825,245320,69512,175808,9304,254624,session_reconciled,server-context-trace+reconciled-details,True,1067.826894,141857,,,66689,208546,reported,hermes-run.json.usage,,588.476558,172970,,76608,26443,199413,reported_legacy,result.json.agent_result,,253.166273,135659,21803,113856,10267,145926,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
reshard-c4-data,medium,true,0,no_pass,0/1,1,0,1,0,true,failed,stream_transport,2026-07-29T21:13:03.107251Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/reshard-c4-data__LivLs9j,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-02T16:04:57.411043Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-02__23-45-17/reshard-c4-data__J59SF5y,1,pass,1/1,1,1,0,0,false,completed,stop,2026-08-13T20:01:41.064157Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__03-41-07/reshard-c4-data__RjE7v9z,1,pass,1/1,1,1,0,0,false,completed,max_turns,2026-08-18T03:36:28.314359Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-13-54/reshard-c4-data__KeMun3S,556.820515,20202,3626,16576,9682,29884,session_reconciled,server-context-trace+reconciled-details,True,1070.851851,647263,,,34719,681982,reported,hermes-run.json.usage,,716.644593,650721,,596032,46245,696966,reported_legacy,result.json.agent_result,,1244.06399,682141,38557,643584,14535,696676,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
rstan-to-pystan,medium,true,0,no_pass,1/6,6,1,5,0,true,failed,stream_transport,2026-07-29T17:44:07.652739Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/rstan-to-pystan__XccEPFL,0,no_pass,4/6,6,4,2,0,false,completed,completed,2026-08-03T15:04:08.287232Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__22-43-18/rstan-to-pystan__mXed4eq,0,no_pass,1/6,6,1,5,0,true,timeout,,2026-08-12T18:36:37.571737Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__01-33-41/rstan-to-pystan__NHeedX7,1,pass,6/6,6,6,0,0,false,completed,completed,2026-08-17T13:05:59.434148Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-17__20-42-27/rstan-to-pystan__3JJtCaF,4043.668511,160170,24234,135936,25257,185427,session_reconciled,server-context-trace+reconciled-details,True,1209.304744,642791,,,11377,654168,reported,hermes-run.json.usage,,3612.046261,1067189,,977280,38270,1105459,reported_legacy,result.json.agent_result,,1357.994697,1051000,40824,1010176,11351,1062351,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
sam-cell-seg,hard,true,1,pass,9/9,9,9,0,0,false,completed,,2026-07-30T15:44:29.254523Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sam-cell-seg__PgXjTcR,1,pass,9/9,9,9,0,0,false,completed,completed,2026-08-02T16:50:44.274400Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__00-31-20/sam-cell-seg__3bXqc6Y,1,pass,9/9,9,9,0,0,false,completed,stop,2026-08-19T03:46:46.668553Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-19__10-24-26/sam-cell-seg__aVpRAL5,0,no_pass,1/9,9,1,8,0,false,completed,completed,2026-08-17T15:33:47.574274Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-17__23-09-11/sam-cell-seg__DjJMaQi,2787.150992,981031,95655,885376,101284,1082315,session_reconciled,server-context-trace+reconciled-details,False,1037.240244,3210449,,,19314,3229763,reported,hermes-run.json.usage,,4781.587203,4580303,125775,4454528,93239,4673542,reported_canonical,result.json.agent_result,false,755.934037,263122,25426,237696,7818,270940,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
sanitize-git-repo,medium,true,1,pass,3/3,3,3,0,0,false,completed,,2026-07-31T08:47:31.528667Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__16-31-42/sanitize-git-repo__SSazd8e,0,no_pass,1/3,3,1,2,0,false,completed,completed,2026-08-02T17:06:30.411152Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__00-52-58/sanitize-git-repo__GDkK2fC,0,no_pass,2/3,3,2,1,0,false,completed,stop,2026-08-14T06:51:13.828391Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-37-11/sanitize-git-repo__wSamjTv,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-18T06:20:35.196928Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-13-56/sanitize-git-repo__ip3Wd6V,912.584135,210367,52031,158336,45648,256015,session_reconciled,server-context-trace+reconciled-details,False,781.718733,7908487,,,24996,7933483,reported,hermes-run.json.usage,,810.787625,769445,,708672,26121,795566,reported_legacy,result.json.agent_result,,365.05643,1075560,51112,1024448,5829,1081389,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
schemelike-metacircular-eval,medium,true,0,no_pass,0/1,1,0,1,0,true,failed,stream_transport,2026-07-30T06:13:37.002790Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/schemelike-metacircular-eval__YB25YaT,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-08-02T17:31:14.872333Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__01-09-06/schemelike-metacircular-eval__yg4MmVE,1,pass,1/1,1,1,0,0,true,timeout,,2026-08-13T22:17:07.820062Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__04-55-04/schemelike-metacircular-eval__xtWvwb5,1,pass,1/1,1,1,0,0,false,completed,max_turns,2026-08-18T03:55:10.453268Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-36-30/schemelike-metacircular-eval__EK2nahZ,444.919035,21937,5361,16576,209,22146,session_reconciled,server-context-trace+reconciled-details,True,1280.270969,1618804,,,1570,1620374,reported,hermes-run.json.usage,,4802.407481,4109653,,3855168,110394,4220047,reported_legacy,result.json.agent_result,,1006.968701,1210436,44356,1166080,20197,1230633,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
sparql-university,hard,true,1,pass,3/3,3,3,0,0,false,completed,,2026-08-02T16:47:11.641062Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-33-29/sparql-university__n8f4yNS,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-02T17:47:39.085563Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__01-40-29/sparql-university__qfHFk2m,1,pass,3/3,3,3,0,0,false,completed,stop,2026-08-14T07:01:15.839732Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-48-03/sparql-university__2tvt7dn,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-18T06:28:45.629865Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-20-37/sparql-university__mGP83xv,687.948073,239171,32003,207168,65877,305048,session_reconciled,server-context-trace+reconciled-details,False,394.151902,350555,,,33897,384452,reported,hermes-run.json.usage,,643.475836,421312,,311168,16589,437901,reported_legacy,result.json.agent_result,,421.402072,354866,28466,326400,10669,365535,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
sqlite-db-truncate,medium,true,1,pass,1/1,1,1,0,0,false,completed,,2026-07-30T02:19:05.861113Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sqlite-db-truncate__DNoTTop,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-02T17:53:00.326512Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__01-50-03/sqlite-db-truncate__fdCrgGs,1,pass,1/1,1,1,0,0,false,completed,stop,2026-08-14T06:56:10.386966Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-51-15/sqlite-db-truncate__p6vkX3w,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-18T06:27:32.020813Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-23-57/sqlite-db-truncate__R2tYQAt,734.387925,107459,30467,76992,21306,128765,session_reconciled,server-context-trace+reconciled-details,False,142.007406,122415,,,10733,133148,reported,hermes-run.json.usage,,262.791756,77050,,47168,12568,89618,reported_legacy,result.json.agent_result,,181.100494,43958,28342,15616,4109,48067,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
sqlite-with-gcov,medium,true,1,pass,3/3,3,3,0,0,false,completed,,2026-07-29T14:10:50.094028Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sqlite-with-gcov__UDYdLFX,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-02T18:06:51.081422Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__02-01-10/sqlite-with-gcov__TULknWH,1,pass,3/3,3,3,0,0,false,completed,stop,2026-08-14T07:08:45.311252Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-56-12/sqlite-with-gcov__o5cc99H,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-18T06:32:20.720669Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-27-33/sqlite-with-gcov__HVSpKwR,495.46496,203868,34012,169856,12368,216236,session_reconciled,server-context-trace+reconciled-details,False,304.643995,334948,,,2038,336986,reported,hermes-run.json.usage,,623.099102,501962,,466880,10256,512218,reported_legacy,result.json.agent_result,,214.764359,33777,18865,14912,1385,35162,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
torch-pipeline-parallelism,hard,true,0,no_pass,0/3,3,0,3,0,true,failed,stream_transport,2026-07-30T13:16:56.837013Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/torch-pipeline-parallelism__iioR7V9,0,no_pass,0/3,3,0,3,0,false,completed,completed,2026-08-02T18:38:56.544600Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__02-16-24/torch-pipeline-parallelism__TzE6wUb,0,no_pass,0/3,3,0,3,0,true,timeout,,2026-08-18T09:07:17.753141Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-18__16-29-45/torch-pipeline-parallelism__K7LJ4r4,0,no_pass,2/3,3,2,1,0,false,completed,max_turns,2026-08-17T14:23:41.996110Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-17__21-51-27/torch-pipeline-parallelism__Ksy8uu2,579.982606,19718,3078,16640,9322,29040,session_reconciled,server-context-trace+reconciled-details,True,1068.338715,0,,,0,0,suspect_zero_after_model_activity,hermes-run.json.usage,,1803.799384,338348,,224128,29166,367514,reported_legacy,result.json.agent_result,,1497.790163,633012,30836,602176,15574,648586,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
torch-tensor-parallelism,hard,false,,unavailable,—,,,,,true,failed,VerifierTimeoutError,2026-08-03T09:45:55.756365Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__16-52-58/torch-tensor-parallelism__dptG8QM,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-02T19:05:13.669632Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__02-47-59/torch-tensor-parallelism__cwnRkLu,0,no_pass,0/3,3,0,3,0,true,timeout,,2026-08-18T09:43:12.937069Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-18__17-07-19/torch-tensor-parallelism__rnxqmqb,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-18T02:59:41.566915Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__10-37-01/torch-tensor-parallelism__y3ZuYUr,1245.455708,,,,,,missing_unavailable,result.json.agent_result,,728.081482,252375,,,48910,301285,reported,hermes-run.json.usage,,1803.734136,,,,,,missing_no_model_activity,missing,,879.036254,385569,37409,348160,10213,395782,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
train-fasttext,hard,false,,unavailable,—,,,,,true,failed,RuntimeError,2026-08-03T07:19:06.582581Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-15-00/train-fasttext__DmjqdTq,0,no_pass,1/2,2,1,1,0,true,timeout,timed_out,2026-08-03T05:58:00.152830Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__11-56-24/train-fasttext__hXDqJyx,0,no_pass,0/2,2,0,2,0,true,timeout,,2026-08-13T18:01:31.724307Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__23-59-50/train-fasttext__7PTtKHU,0,no_pass,0/2,2,0,2,0,false,completed,max_turns,2026-08-17T17:41:56.007146Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__00-22-27/train-fasttext__VV3h8mJ,7406.335312,,,,,,missing_unavailable,result.json.agent_result,,7216.424715,,,,,,missing_after_model_activity,missing,,7209.131599,131547,,97856,7455,139002,reported_legacy,result.json.agent_result,,4676.434018,1343315,57363,1285952,6686,1350001,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
video-processing,hard,true,0,no_pass,2/5,5,2,3,0,true,failed,stream_transport,2026-08-03T04:25:59.509618Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-35-33/video-processing__dmjKwBT,1,pass,5/5,5,5,0,0,false,completed,completed,2026-08-03T03:45:11.258883Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__11-04-52/video-processing__Twx5Xe9,1,pass,5/5,5,5,0,0,false,completed,stop,2026-08-13T20:24:58.703787Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__04-01-42/video-processing__YWkUHiW,0,no_pass,3/5,5,3,2,0,false,completed,max_turns,2026-08-18T03:41:14.343053Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-21-21/video-processing__uWyYb63,2668.399892,757878,111286,646592,92907,850785,server_reconciled,matrixone.agent_events.llm_response,True,2147.385196,3503844,,,53026,3556870,reported,hermes-run.json.usage,,1326.531142,2735833,,2621568,85115,2820948,reported_legacy,result.json.agent_result,,1149.129368,2813816,138552,2675264,38234,2852050,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
vulnerable-secret,medium,true,1,pass,3/3,3,3,0,0,false,completed,,2026-07-30T01:25:05.505624Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/vulnerable-secret__L8cubwm,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-03T03:51:31.115493Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__11-47-35/vulnerable-secret__omXcoFQ,1,pass,3/3,3,3,0,0,false,completed,stop,2026-08-14T07:05:22.189411Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__15-01-17/vulnerable-secret__KjrU3qh,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-18T06:31:17.735535Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-28-47/vulnerable-secret__gJqeZqU,145.29074,220731,30267,190464,7022,227753,session_reconciled,server-context-trace+reconciled-details,False,197.697381,367191,,,4667,371858,reported,hermes-run.json.usage,,205.323235,123102,,97344,8155,131257,reported_legacy,result.json.agent_result,,117.328144,45010,33170,11840,1216,46226,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
winning-avg-corewars,medium,true,0,no_pass,1/3,3,1,2,0,true,failed,stream_transport,2026-07-30T06:23:30.518767Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/winning-avg-corewars__x5s4avf,0,no_pass,1/3,3,1,2,0,false,completed,completed,2026-07-30T08:21:56.771351Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-30__16-10-28/winning-avg-corewars__8cG97ch,1,pass,3/3,3,3,0,0,false,completed,stop,2026-08-13T20:55:02.944742Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__04-25-00/winning-avg-corewars__EvD3C9X,0,no_pass,2/3,3,2,1,0,false,completed,max_turns,2026-08-18T03:47:15.941817Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__11-29-07/winning-avg-corewars__dp969Fe,482.569773,29851,4443,25408,361,30212,session_reconciled,server-context-trace+reconciled-details,True,649.938495,2165255,,,4193,2169448,reported,hermes-run.json.usage,,1769.194736,2101278,,1979072,93210,2194488,reported_legacy,result.json.agent_result,,1051.074805,527395,59171,468224,13935,541330,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
write-compressor,hard,true,0,no_pass,0/3,3,0,3,0,true,failed,stream_transport,2026-08-02T16:33:24.920388Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-09-45/write-compressor__hXHvyBd,0,no_pass,0/3,3,0,3,0,false,completed,completed,2026-08-03T06:36:57.908951Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__14-07-19/write-compressor__6d6FxYs,1,pass,3/3,3,3,0,0,true,timeout,,2026-08-14T07:36:53.999394Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__15-04-27/write-compressor__GbxB6rt,0,no_pass,2/3,3,2,1,0,true,timeout,wall_clock_timeout,2026-08-18T07:01:13.783693Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-29-58/write-compressor__34Q2jpR,1294.954044,165352,24552,140800,29642,194994,session_reconciled,server-context-trace+reconciled-details,True,1697.805724,15603,,,48,15651,reported,hermes-run.json.usage,,1802.510436,792952,,598720,85026,877978,reported_legacy,result.json.agent_result,,1804.95284,708257,78689,629568,43574,751831,raw_events_recovered,agent/dsh-events.jsonl,false
